id,acronym,name,color_hex_triplet,graph_id,graph_order,parent_structure_id,structure_id_path,total_voxel_count,overlap_with_previous,previous_only_count,current_only_count
208,COAa3,"Cortical amygdalar area, anterior part, layer 3",61E7B7,1,430,639,/997/8/567/688/695/698/631/639/208/,,,,
647,COAp,"Cortical amygdalar area, posterior part",61E7B7,1,431,631,/997/8/567/688/695/698/631/647/,2497676,2497676,0,0
655,COApl,"Cortical amygdalar area, posterior part, lateral zone",61E7B7,1,432,647,/997/8/567/688/695/698/631/647/655/,1202336,1202336,0,0
584,COApl1-2,"Cortical amygdalar area, posterior part, lateral zone, layers 1-2",61E7B7,1,433,655,/997/8/567/688/695/698/631/647/655/584/,,,,
376,COApl1-3,"Cortical amygdalar area, posterior part, lateral zone, layers 1-3",61E7B7,1,434,655,/997/8/567/688/695/698/631/647/655/376/,,,,
216,COApl1,"Cortical amygdalar area, posterior part, lateral zone, layer 1",61E7B7,1,435,655,/997/8/567/688/695/698/631/647/655/216/,,,,
224,COApl2,"Cortical amygdalar area, posterior part, lateral zone, layer 2",61E7B7,1,436,655,/997/8/567/688/695/698/631/647/655/224/,,,,
232,COApl3,"Cortical amygdalar area, posterior part, lateral zone, layer 3",61E7B7,1,437,655,/997/8/567/688/695/698/631/647/655/232/,,,,
663,COApm,"Cortical amygdalar area, posterior part, medial zone",61E7B7,1,438,647,/997/8/567/688/695/698/631/647/663/,1295340,1295340,0,0
592,COApm1-2,"Cortical amygdalar area, posterior part, medial zone, layers 1-2",61E7B7,1,439,663,/997/8/567/688/695/698/631/647/663/592/,,,,
383,COApm1-3,"Cortical amygdalar area, posterior part, medial zone, layers 1-3",61E7B7,1,440,663,/997/8/567/688/695/698/631/647/663/383/,,,,
240,COApm1,"Cortical amygdalar area, posterior part, medial zone, layer 1",61E7B7,1,441,663,/997/8/567/688/695/698/631/647/663/240/,,,,
248,COApm2,"Cortical amygdalar area, posterior part, medial zone, layer 2",61E7B7,1,442,663,/997/8/567/688/695/698/631/647/663/248/,,,,
256,COApm3,"Cortical amygdalar area, posterior part, medial zone, layer 3",61E7B7,1,443,663,/997/8/567/688/695/698/631/647/663/256/,,,,
788,PAA,Piriform-amygdalar area,59DAAB,1,444,698,/997/8/567/688/695/698/788/,1191612,1191612,0,0
400,PAA1-3,"Piriform-amygdalar area, layers 1-3",59DAAB,1,445,788,/997/8/567/688/695/698/788/400/,,,,
408,PAA1,"Piriform-amygdalar area, molecular layer",59DAAB,1,446,788,/997/8/567/688/695/698/788/408/,,,,
416,PAA2,"Piriform-amygdalar area, pyramidal layer",59DAAB,1,447,788,/997/8/567/688/695/698/788/416/,,,,
424,PAA3,"Piriform-amygdalar area, polymorph layer",59DAAB,1,448,788,/997/8/567/688/695/698/788/424/,,,,
566,TR,Postpiriform transition area,A8ECD3,1,449,698,/997/8/567/688/695/698/566/,1404722,1404722,0,0
517,TR1-3,"Postpiriform transition area, layers 1-3",A8ECD3,1,450,566,/997/8/567/688/695/698/566/517/,,,,
1140,TR1,"Postpiriform transition area, layers 1",A8ECD3,1,451,566,/997/8/567/688/695/698/566/1140/,,,,
1141,TR2,"Postpiriform transition area, layers 2",A8ECD3,1,452,566,/997/8/567/688/695/698/566/1141/,,,,
1142,TR3,"Postpiriform transition area, layers 3",A8ECD3,1,453,566,/997/8/567/688/695/698/566/1142/,,,,
1089,HPF,Hippocampal formation,7ED04B,1,454,695,/997/8/567/688/695/1089/,42640980,42640742,348,238
1080,HIP,Hippocampal region,7ED04B,1,455,1089,/997/8/567/688/695/1089/1080/,23715208,23714742,832,466
375,CA,Ammon's horn,7ED04B,1,456,1080,/997/8/567/688/695/1089/1080/375/,16929802,16928190,2838,1612
382,CA1,Field CA1,7ED04B,1,457,375,/997/8/567/688/695/1089/1080/375/382/,10190514,10189132,2540,1382
391,CA1slm,"Field CA1, stratum lacunosum-moleculare",7ED04B,1,458,382,/997/8/567/688/695/1089/1080/375/382/391/,1925778,0,0,1925778
399,CA1so,"Field CA1, stratum oriens",7ED04B,1,459,382,/997/8/567/688/695/1089/1080/375/382/399/,3599396,0,0,3599396
407,CA1sp,"Field CA1, pyramidal layer",66A83D,1,460,382,/997/8/567/688/695/1089/1080/375/382/407/,936312,0,0,936312
415,CA1sr,"Field CA1, stratum radiatum",7ED04B,1,461,382,/997/8/567/688/695/1089/1080/375/382/415/,3729022,0,0,3729022
423,CA2,Field CA2,7ED04B,1,462,375,/997/8/567/688/695/1089/1080/375/423/,475802,475576,354,226
431,CA2slm,"Field CA2, stratum lacunosum-moleculare",7ED04B,1,463,423,/997/8/567/688/695/1089/1080/375/423/431/,121336,0,0,121336
438,CA2so,"Field CA2, stratum oriens",7ED04B,1,464,423,/997/8/567/688/695/1089/1080/375/423/438/,132618,0,0,132618
446,CA2sp,"Field CA2, pyramidal layer",66A83D,1,465,423,/997/8/567/688/695/1089/1080/375/423/446/,59900,0,0,59900
454,CA2sr,"Field CA2, stratum radiatum",7ED04B,1,466,423,/997/8/567/688/695/1089/1080/375/423/454/,161948,0,0,161948
463,CA3,Field CA3,7ED04B,1,467,375,/997/8/567/688/695/1089/1080/375/463/,6263486,6263000,426,486
471,CA3slm,"Field CA3, stratum lacunosum-moleculare",7ED04B,1,468,463,/997/8/567/688/695/1089/1080/375/463/471/,636972,0,0,636972
479,CA3slu,"Field CA3, stratum lucidum",7ED04B,1,469,463,/997/8/567/688/695/1089/1080/375/463/479/,668716,0,0,668716
486,CA3so,"Field CA3, stratum oriens",7ED04B,1,470,463,/997/8/567/688/695/1089/1080/375/463/486/,2112618,0,0,2112618
495,CA3sp,"Field CA3, pyramidal layer",66A83D,1,471,463,/997/8/567/688/695/1089/1080/375/463/495/,1302198,0,0,1302198
504,CA3sr,"Field CA3, stratum radiatum",7ED04B,1,472,463,/997/8/567/688/695/1089/1080/375/463/504/,1542980,0,0,1542980
726,DG,Dentate gyrus,7ED04B,1,473,1080,/997/8/567/688/695/1089/1080/726/,6597506,6595574,1602,1932
10703,DG-mo,"Dentate gyrus, molecular layer",7ED04B,1,474,726,/997/8/567/688/695/1089/1080/726/10703/,4306954,4301306,5336,5648
10704,DG-po,"Dentate gyrus, polymorph layer",7ED04B,1,475,726,/997/8/567/688/695/1089/1080/726/10704/,691502,684640,1354,6862
632,DG-sg,"Dentate gyrus, granule cell layer",66A83D,1,476,726,/997/8/567/688/695/1089/1080/726/632/,1599050,1593756,10784,5294
10702,DG-sgz,"Dentate gyrus, subgranular zone",7ED04B,1,477,726,/997/8/567/688/695/1089/1080/726/10702/,,,,
734,DGcr,Dentate gyrus crest,7ED04B,1,478,726,/997/8/567/688/695/1089/1080/726/734/,,,,
742,DGcr-mo,"Dentate gyrus crest, molecular layer",7ED04B,1,479,734,/997/8/567/688/695/1089/1080/726/734/742/,,,,
751,DGcr-po,"Dentate gyrus crest, polymorph layer",7ED04B,1,480,734,/997/8/567/688/695/1089/1080/726/734/751/,,,,
758,DGcr-sg,"Dentate gyrus crest, granule cell layer",7ED04B,1,481,734,/997/8/567/688/695/1089/1080/726/734/758/,,,,
766,DGlb,Dentate gyrus lateral blade,7ED04B,1,482,726,/997/8/567/688/695/1089/1080/726/766/,,,,
775,DGlb-mo,"Dentate gyrus lateral blade, molecular layer",7ED04B,1,483,766,/997/8/567/688/695/1089/1080/726/766/775/,,,,
782,DGlb-po,"Dentate gyrus lateral blade, polymorph layer",7ED04B,1,484,766,/997/8/567/688/695/1089/1080/726/766/782/,,,,
790,DGlb-sg,"Dentate gyrus lateral blade, granule cell layer",7ED04B,1,485,766,/997/8/567/688/695/1089/1080/726/766/790/,,,,
799,DGmb,Dentate gyrus medial blade,7ED04B,1,486,726,/997/8/567/688/695/1089/1080/726/799/,,,,
807,DGmb-mo,"Dentate gyrus medial blade, molecular layer",7ED04B,1,487,799,/997/8/567/688/695/1089/1080/726/799/807/,,,,
815,DGmb-po,"Dentate gyrus medial blade, polymorph layer",7ED04B,1,488,799,/997/8/567/688/695/1089/1080/726/799/815/,,,,
823,DGmb-sg,"Dentate gyrus medial blade, granule cell layer",7ED04B,1,489,799,/997/8/567/688/695/1089/1080/726/799/823/,,,,
982,FC,Fasciola cinerea,7ED04B,1,490,1080,/997/8/567/688/695/1089/1080/982/,62210,61588,92,622
19,IG,Induseum griseum,7ED04B,1,491,1080,/997/8/567/688/695/1089/1080/19/,125690,125690,0,0
822,RHP,Retrohippocampal region,32B825,1,492,1089,/997/8/567/688/695/1089/822/,18504738,18504178,416,560
909,ENT,Entorhinal area,32B825,1,493,822,/997/8/567/688/695/1089/822/909/,11396888,11396888,0,0
918,ENTl,"Entorhinal area, lateral part",32B825,1,494,909,/997/8/567/688/695/1089/822/909/918/,6378088,6378088,0,0
1121,ENTl1,"Entorhinal area, lateral part, layer 1",32B825,1,495,918,/997/8/567/688/695/1089/822/909/918/1121/,979142,979142,0,0
20,ENTl2,"Entorhinal area, lateral part, layer 2",32B825,1,496,918,/997/8/567/688/695/1089/822/909/918/20/,1604416,1604416,0,0
999,ENTl2/3,"Entorhinal area, lateral part, layer 2/3",32B825,1,497,918,/997/8/567/688/695/1089/822/909/918/999/,,,,
715,ENTl2a,"Entorhinal area, lateral part, layer 2a",32B825,1,498,918,/997/8/567/688/695/1089/822/909/918/715/,,,,
764,ENTl2b,"Entorhinal area, lateral part, layer 2b",32B825,1,499,918,/997/8/567/688/695/1089/822/909/918/764/,,,,
52,ENTl3,"Entorhinal area, lateral part, layer 3",32B825,1,500,918,/997/8/567/688/695/1089/822/909/918/52/,1317080,1317080,0,0
92,ENTl4,"Entorhinal area, lateral part, layer 4",32B825,1,501,918,/997/8/567/688/695/1089/822/909/918/92/,,,,
312,ENTl4/5,"Entorhinal area, lateral part, layer 4/5",32B825,1,502,918,/997/8/567/688/695/1089/822/909/918/312/,,,,
139,ENTl5,"Entorhinal area, lateral part, layer 5",32B825,1,503,918,/997/8/567/688/695/1089/822/909/918/139/,1428774,1428774,0,0
387,ENTl5/6,"Entorhinal area, lateral part, layer 5/6",32B825,1,504,918,/997/8/567/688/695/1089/822/909/918/387/,,,,
28,ENTl6a,"Entorhinal area, lateral part, layer 6a",32B825,1,505,918,/997/8/567/688/695/1089/822/909/918/28/,1048676,1048676,0,0
60,ENTl6b,"Entorhinal area, lateral part, layer 6b",32B825,1,506,918,/997/8/567/688/695/1089/822/909/918/60/,,,,
926,ENTm,"Entorhinal area, medial part, dorsal zone",32B825,1,507,909,/997/8/567/688/695/1089/822/909/926/,5018800,5018800,0,0
526,ENTm1,"Entorhinal area, medial part, dorsal zone, layer 1",32B825,1,508,926,/997/8/567/688/695/1089/822/909/926/526/,1246100,1246100,0,0
543,ENTm2,"Entorhinal area, medial part, dorsal zone, layer 2",32B825,1,509,926,/997/8/567/688/695/1089/822/909/926/543/,1255434,1255434,0,0
468,ENTm2a,"Entorhinal area, medial part, dorsal zone, layer 2a",32B825,1,510,926,/997/8/567/688/695/1089/822/909/926/468/,,,,
508,ENTm2b,"Entorhinal area, medial part, dorsal zone, layer 2b",32B825,1,511,926,/997/8/567/688/695/1089/822/909/926/508/,,,,
664,ENTm3,"Entorhinal area, medial part, dorsal zone, layer 3",32B825,1,512,926,/997/8/567/688/695/1089/822/909/926/664/,983148,983148,0,0
712,ENTm4,"Entorhinal area, medial part, dorsal zone, layer 4",32B825,1,513,926,/997/8/567/688/695/1089/822/909/926/712/,,,,
727,ENTm5,"Entorhinal area, medial part, dorsal zone, layer 5",32B825,1,514,926,/997/8/567/688/695/1089/822/909/926/727/,911528,911528,0,0
550,ENTm5/6,"Entorhinal area, medial part, dorsal zone, layer 5/6",32B825,1,515,926,/997/8/567/688/695/1089/822/909/926/550/,,,,
743,ENTm6,"Entorhinal area, medial part, dorsal zone, layer 6",32B825,1,516,926,/997/8/567/688/695/1089/822/909/926/743/,622590,622590,0,0
934,ENTmv,"Entorhinal area, medial part, ventral zone",32B825,1,517,909,/997/8/567/688/695/1089/822/909/934/,,,,
259,ENTmv1,"Entorhinal area, medial part, ventral zone, layer 1",32B825,1,518,934,/997/8/567/688/695/1089/822/909/934/259/,,,,
324,ENTmv2,"Entorhinal area, medial part, ventral zone, layer 2",32B825,1,519,934,/997/8/567/688/695/1089/822/909/934/324/,,,,
371,ENTmv3,"Entorhinal area, medial part, ventral zone, layer 3",32B825,1,520,934,/997/8/567/688/695/1089/822/909/934/371/,,,,
419,ENTmv4,"Entorhinal area, medial part, ventral zone, layer 4",32B825,1,521,934,/997/8/567/688/695/1089/822/909/934/419/,,,,
1133,ENTmv5/6,"Entorhinal area, medial part, ventral zone, layer 5/6",32B825,1,522,934,/997/8/567/688/695/1089/822/909/934/1133/,,,,
843,PAR,Parasubiculum,72D569,1,523,822,/997/8/567/688/695/1089/822/843/,932876,932876,0,0
10693,PAR1,"Parasubiculum, layer 1",72D569,1,524,843,/997/8/567/688/695/1089/822/843/10693/,,,,
10694,PAR2,"Parasubiculum, layer 2",72D569,1,525,843,/997/8/567/688/695/1089/822/843/10694/,,,,
10695,PAR3,"Parasubiculum, layer 3",72D569,1,526,843,/997/8/567/688/695/1089/822/843/10695/,,,,
1037,POST,Postsubiculum,48C83C,1,527,822,/997/8/567/688/695/1089/822/1037/,1084318,1084318,0,0
10696,POST1,"Postsubiculum, layer 1",48C83C,1,528,1037,/997/8/567/688/695/1089/822/1037/10696/,,,,
10697,POST2,"Postsubiculum, layer 2",48C83C,1,529,1037,/997/8/567/688/695/1089/822/1037/10697/,,,,
10698,POST3,"Postsubiculum, layer 3",48C83C,1,530,1037,/997/8/567/688/695/1089/822/1037/10698/,,,,
1084,PRE,Presubiculum,59B947,1,531,822,/997/8/567/688/695/1089/822/1084/,916690,916690,0,0
10699,PRE1,"Presubiculum, layer 1",59B947,1,532,1084,/997/8/567/688/695/1089/822/1084/10699/,,,,
10700,PRE2,"Presubiculum, layer 2",59B947,1,533,1084,/997/8/567/688/695/1089/822/1084/10700/,,,,
10701,PRE3,"Presubiculum, layer 3",59B947,1,534,1084,/997/8/567/688/695/1089/822/1084/10701/,,,,
502,SUB,Subiculum,4FC244,1,535,822,/997/8/567/688/695/1089/822/502/,2097394,2097148,646,246
509,SUBd,"Subiculum, dorsal part",4FC244,1,536,502,/997/8/567/688/695/1089/822/502/509/,,,,
829,SUBd-m,"Subiculum, dorsal part, molecular layer",4FC244,1,537,509,/997/8/567/688/695/1089/822/502/509/829/,,,,
845,SUBd-sp,"Subiculum, dorsal part, pyramidal layer",4BB547,1,538,509,/997/8/567/688/695/1089/822/502/509/845/,,,,
837,SUBd-sr,"Subiculum, dorsal part, stratum radiatum",4FC244,1,539,509,/997/8/567/688/695/1089/822/502/509/837/,,,,
518,SUBv,"Subiculum, ventral part",4FC244,1,540,502,/997/8/567/688/695/1089/822/502/518/,,,,
853,SUBv-m,"Subiculum, ventral part, molecular layer",4FC244,1,541,518,/997/8/567/688/695/1089/822/502/518/853/,,,,
870,SUBv-sp,"Subiculum, ventral part, pyramidal layer",4BB547,1,542,518,/997/8/567/688/695/1089/822/502/518/870/,,,,
861,SUBv-sr,"Subiculum, ventral part, stratum radiatum",4FC244,1,543,518,/997/8/567/688/695/1089/822/502/518/861/,,,,
484682470,ProS,Prosubiculum,58BA48,1,544,822,/997/8/567/688/695/1089/822/484682470/,1328158,1327774,286,384
484682475,ProSd,"Prosubiculum, dorsal part",58BA48,1,545,484682470,/997/8/567/688/695/1089/822/484682470/484682475/,,,,
484682479,ProSd-m,"Prosubiculum, dorsal part, molecular layer",58BA48,1,546,484682475,/997/8/567/688/695/1089/822/484682470/484682475/484682479/,,,,
484682483,ProSd-sp,"Prosubiculum, dorsal part, pyramidal layer",56B84B,1,547,484682475,/997/8/567/688/695/1089/822/484682470/484682475/484682483/,,,,
484682487,ProSd-sr,"Prosubiculum, dorsal part, stratum radiatum",58BA48,1,548,484682475,/997/8/567/688/695/1089/822/484682470/484682475/484682487/,,,,
484682492,ProSv,"Prosubiculum, ventral part",58BA48,1,549,484682470,/997/8/567/688/695/1089/822/484682470/484682492/,,,,
484682496,ProSv-m,"Prosubiculum, ventral part, molecular layer",58BA48,1,550,484682492,/997/8/567/688/695/1089/822/484682470/484682492/484682496/,,,,
484682500,ProSv-sp,"Prosubiculum, ventral part, pyramidal layer",56B84B,1,551,484682492,/997/8/567/688/695/1089/822/484682470/484682492/484682500/,,,,
484682504,Prosv-sr,"Prosubiculum, ventral part, stratum radiatum",58BA48,1,552,484682492,/997/8/567/688/695/1089/822/484682470/484682492/484682504/,,,,
589508447,HATA,Hippocampo-amygdalar transition area,33B932,1,553,822,/997/8/567/688/695/1089/822/589508447/,421780,420648,686,1132
484682508,APr,Area prostriata,33B932,1,554,822,/997/8/567/688/695/1089/822/484682508/,326634,326634,0,0
703,CTXsp,Cortical subplate,8ADA87,1,555,688,/997/8/567/688/703/,8907902,8907902,0,0
16,6b,"Layer 6b, isocortex",8ADA87,1,556,703,/997/8/567/688/703/16/,,,,
583,CLA,Claustrum,8ADA87,1,557,703,/997/8/567/688/703/583/,550738,550738,0,0
942,EP,Endopiriform nucleus,A0EE9D,1,558,703,/997/8/567/688/703/942/,2792504,2792504,0,0
952,EPd,"Endopiriform nucleus, dorsal part",A0EE9D,1,559,942,/997/8/567/688/703/942/952/,1819782,1819782,0,0
966,EPv,"Endopiriform nucleus, ventral part",A0EE9D,1,560,942,/997/8/567/688/703/942/966/,972722,972722,0,0
131,LA,Lateral amygdalar nucleus,90EB8D,1,561,703,/997/8/567/688/703/131/,840288,840288,0,0
295,BLA,Basolateral amygdalar nucleus,9DE79C,1,562,703,/997/8/567/688/703/295/,1900282,1900282,0,0
303,BLAa,"Basolateral amygdalar nucleus, anterior part",9DE79C,1,563,295,/997/8/567/688/703/295/303/,769610,769610,0,0
311,BLAp,"Basolateral amygdalar nucleus, posterior part",9DE79C,1,564,295,/997/8/567/688/703/295/311/,711236,711236,0,0
451,BLAv,"Basolateral amygdalar nucleus, ventral part",9DE79C,1,565,295,/997/8/567/688/703/295/451/,419436,419436,0,0
319,BMA,Basomedial amygdalar nucleus,84EA81,1,566,703,/997/8/567/688/703/319/,1485188,1485188,0,0
327,BMAa,"Basomedial amygdalar nucleus, anterior part",84EA81,1,567,319,/997/8/567/688/703/319/327/,767422,767422,0,0
334,BMAp,"Basomedial amygdalar nucleus, posterior part",84EA81,1,568,319,/997/8/567/688/703/319/334/,717766,717766,0,0
780,PA,Posterior amygdalar nucleus,97EC93,1,569,703,/997/8/567/688/703/780/,966658,966658,0,0
623,CNU,Cerebral nuclei,98D6F9,1,570,567,/997/8/567/623/,54326608,54326608,0,0
477,STR,Striatum,98D6F9,1,571,623,/997/8/567/623/477/,44961798,44961798,0,0
485,STRd,Striatum dorsal region,98D6F9,1,572,477,/997/8/567/623/477/485/,26018770,26018770,0,0
672,CP,Caudoputamen,98D6F9,1,573,485,/997/8/567/623/477/485/672/,26018770,26018770,0,0
493,STRv,Striatum ventral region,80CDF8,1,574,477,/997/8/567/623/477/493/,8653520,8653520,0,0
56,ACB,Nucleus accumbens,80CDF8,1,575,493,/997/8/567/623/477/493/56/,4401366,4401366,0,0
998,FS,Fundus of striatum,80CDF8,1,576,493,/997/8/567/623/477/493/998/,428468,428468,0,0
754,OT,Olfactory tubercle,80CDF8,1,577,493,/997/8/567/623/477/493/754/,3823686,3823686,0,0
481,isl,Islands of Calleja,80CDF8,1,578,754,/997/8/567/623/477/493/754/481/,,,,
489,islm,Major island of Calleja,80CDF8,1,579,754,/997/8/567/623/477/493/754/489/,,,,
144,OT1-3,"Olfactory tubercle, layers 1-3",80CDF8,1,580,754,/997/8/567/623/477/493/754/144/,,,,
458,OT1,"Olfactory tubercle, molecular layer",80CDF8,1,581,754,/997/8/567/623/477/493/754/458/,,,,
465,OT2,"Olfactory tubercle, pyramidal layer",80CDF8,1,582,754,/997/8/567/623/477/493/754/465/,,,,
473,OT3,"Olfactory tubercle, polymorph layer",80CDF8,1,583,754,/997/8/567/623/477/493/754/473/,,,,
549009199,LSS,Lateral strip of striatum,80CDF8,1,584,493,/997/8/567/623/477/493/549009199/,,,,
275,LSX,Lateral septal complex,90CBED,1,585,477,/997/8/567/623/477/275/,3564062,3564062,0,0
242,LS,Lateral septal nucleus,90CBED,1,586,275,/997/8/567/623/477/275/242/,3052752,3052752,0,0
250,LSc,"Lateral septal nucleus, caudal (caudodorsal) part",90CBED,1,587,242,/997/8/567/623/477/275/242/250/,563601,563601,1,0
258,LSr,"Lateral septal nucleus, rostral (rostroventral) part",90CBED,1,588,242,/997/8/567/623/477/275/242/258/,1881915,1881914,0,1
266,LSv,"Lateral septal nucleus, ventral part",90CBED,1,589,242,/997/8/567/623/477/275/242/266/,607236,607236,0,0
310,SF,Septofimbrial nucleus,90CBED,1,590,275,/997/8/567/623/477/275/310/,474314,474314,0,0
333,SH,Septohippocampal nucleus,90CBED,1,591,275,/997/8/567/623/477/275/333/,36996,36996,0,0
278,sAMY,Striatum-like amygdalar nuclei,80C0E2,1,592,477,/997/8/567/623/477/278/,4047624,4047624,0,0
23,AAA,Anterior amygdalar area,80C0E2,1,593,278,/997/8/567/623/477/278/23/,494370,494370,0,0
292,BA,Bed nucleus of the accessory olfactory tract,80C0E2,1,594,278,/997/8/567/623/477/278/292/,24958,24958,0,0
536,CEA,Central amygdalar nucleus,80C0E2,1,595,278,/997/8/567/623/477/278/536/,1317000,1317000,0,0
544,CEAc,"Central amygdalar nucleus, capsular part",80C0E2,1,596,536,/997/8/567/623/477/278/536/544/,309320,309320,0,0
551,CEAl,"Central amygdalar nucleus, lateral part",80C0E2,1,597,536,/997/8/567/623/477/278/536/551/,259674,259674,0,0
559,CEAm,"Central amygdalar nucleus, medial part",80C0E2,1,598,536,/997/8/567/623/477/278/536/559/,748006,748006,0,0
1105,IA,Intercalated amygdalar nucleus,80C0E2,1,599,278,/997/8/567/623/477/278/1105/,182714,182714,0,0
403,MEA,Medial amygdalar nucleus,80C0E2,1,600,278,/997/8/567/623/477/278/403/,2028582,2028582,0,0
411,MEAad,"Medial amygdalar nucleus, anterodorsal part",80C0E2,1,601,403,/997/8/567/623/477/278/403/411/,,,,
418,MEAav,"Medial amygdalar nucleus, anteroventral part",80C0E2,1,602,403,/997/8/567/623/477/278/403/418/,,,,
426,MEApd,"Medial amygdalar nucleus, posterodorsal part",80C0E2,1,603,403,/997/8/567/623/477/278/403/426/,,,,
472,MEApd-a,"Medial amygdalar nucleus, posterodorsal part, sublayer a",80C0E2,1,604,426,/997/8/567/623/477/278/403/426/472/,,,,
480,MEApd-b,"Medial amygdalar nucleus, posterodorsal part, sublayer b",80C0E2,1,605,426,/997/8/567/623/477/278/403/426/480/,,,,
487,MEApd-c,"Medial amygdalar nucleus, posterodorsal part, sublayer c",80C0E2,1,606,426,/997/8/567/623/477/278/403/426/487/,,,,
435,MEApv,"Medial amygdalar nucleus, posteroventral part",80C0E2,1,607,403,/997/8/567/623/477/278/403/435/,,,,
803,PAL,Pallidum,8599CC,1,608,623,/997/8/567/623/803/,9364810,9364810,0,0
818,PALd,"Pallidum, dorsal region",8599CC,1,609,803,/997/8/567/623/803/818/,1988394,1988394,0,0
1022,GPe,"Globus pallidus, external segment",8599CC,1,610,818,/997/8/567/623/803/818/1022/,1564816,1564816,0,0
1031,GPi,"Globus pallidus, internal segment",8599CC,1,611,818,/997/8/567/623/803/818/1031/,423578,423578,0,0
835,PALv,"Pallidum, ventral region",A2B1D8,1,612,803,/997/8/567/623/803/835/,3391388,3391388,0,0
342,SI,Substantia innominata,A2B1D8,1,613,835,/997/8/567/623/803/835/342/,3027112,3027112,0,0
298,MA,Magnocellular nucleus,A2B1D8,1,614,835,/997/8/567/623/803/835/298/,364276,364276,0,0
826,PALm,"Pallidum, medial region",96A7D3,1,615,803,/997/8/567/623/803/826/,1510950,1510950,0,0
904,MSC,Medial septal complex,96A7D3,1,616,826,/997/8/567/623/803/826/904/,1155100,1155100,0,0
564,MS,Medial septal nucleus,96A7D3,1,617,904,/997/8/567/623/803/826/904/564/,415168,415168,0,0
596,NDB,Diagonal band nucleus,96A7D3,1,618,904,/997/8/567/623/803/826/904/596/,739932,739932,0,0
581,TRS,Triangular nucleus of septum,96A7D3,1,619,826,/997/8/567/623/803/826/581/,355850,355850,0,0
809,PALc,"Pallidum, caudal region",B3C0DF,1,620,803,/997/8/567/623/803/809/,1348458,1348458,0,0
351,BST,Bed nuclei of the stria terminalis,B3C0DF,1,621,809,/997/8/567/623/803/809/351/,1340702,1340702,0,0
359,BSTa,"Bed nuclei of the stria terminalis, anterior division",B3C0DF,1,622,351,/997/8/567/623/803/809/351/359/,,,,
537,BSTal,"Bed nuclei of the stria terminalis, anterior division, anterolateral area",B3C0DF,1,623,359,/997/8/567/623/803/809/351/359/537/,,,,
498,BSTam,"Bed nuclei of the stria terminalis, anterior division, anteromedial area",B3C0DF,1,624,359,/997/8/567/623/803/809/351/359/498/,,,,
505,BSTdm,"Bed nuclei of the stria terminalis, anterior division, dorsomedial nucleus",B3C0DF,1,625,359,/997/8/567/623/803/809/351/359/505/,,,,
513,BSTfu,"Bed nuclei of the stria terminalis, anterior division, fusiform nucleus",B3C0DF,1,626,359,/997/8/567/623/803/809/351/359/513/,,,,
546,BSTju,"Bed nuclei of the stria terminalis, anterior division, juxtacapsular nucleus",B3C0DF,1,627,359,/997/8/567/623/803/809/351/359/546/,,,,
521,BSTmg,"Bed nuclei of the stria terminalis, anterior division, magnocellular nucleus",B3C0DF,1,628,359,/997/8/567/623/803/809/351/359/521/,,,,
554,BSTov,"Bed nuclei of the stria terminalis, anterior division, oval nucleus",B3C0DF,1,629,359,/997/8/567/623/803/809/351/359/554/,,,,
562,BSTrh,"Bed nuclei of the stria terminalis, anterior division, rhomboid nucleus",B3C0DF,1,630,359,/997/8/567/623/803/809/351/359/562/,,,,
529,BSTv,"Bed nuclei of the stria terminalis, anterior division, ventral nucleus",B3C0DF,1,631,359,/997/8/567/623/803/809/351/359/529/,,,,
367,BSTp,"Bed nuclei of the stria terminalis, posterior division",B3C0DF,1,632,351,/997/8/567/623/803/809/351/367/,,,,
569,BSTd,"Bed nuclei of the stria terminalis, posterior division, dorsal nucleus",B3C0DF,1,633,367,/997/8/567/623/803/809/351/367/569/,,,,
578,BSTpr,"Bed nuclei of the stria terminalis, posterior division, principal nucleus",B3C0DF,1,634,367,/997/8/567/623/803/809/351/367/578/,,,,
585,BSTif,"Bed nuclei of the stria terminalis, posterior division, interfascicular nucleus",B3C0DF,1,635,367,/997/8/567/623/803/809/351/367/585/,,,,
594,BSTtr,"Bed nuclei of the stria terminalis, posterior division, transverse nucleus",B3C0DF,1,636,367,/997/8/567/623/803/809/351/367/594/,,,,
602,BSTse,"Bed nuclei of the stria terminalis, posterior division, strial extension",B3C0DF,1,637,367,/997/8/567/623/803/809/351/367/602/,,,,
287,BAC,Bed nucleus of the anterior commissure,B3C0DF,1,638,809,/997/8/567/623/803/809/287/,7756,7756,0,0
343,BS,Brain stem,FF7080,1,639,8,/997/8/343/,119881868,119881868,9914,0
1129,IB,Interbrain,FF7080,1,640,343,/997/8/343/1129/,35476954,35476954,0,0
549,TH,Thalamus,FF7080,1,641,1129,/997/8/343/1129/549/,20274752,20274752,0,0
864,DORsm,"Thalamus, sensory-motor cortex related",FF8084,1,642,549,/997/8/343/1129/549/864/,6680726,6680726,0,0
637,VENT,Ventral group of the dorsal thalamus,FF8084,1,643,864,/997/8/343/1129/549/864/637/,4859792,4859792,0,0
629,VAL,Ventral anterior-lateral complex of the thalamus,FF8084,1,644,637,/997/8/343/1129/549/864/637/629/,817044,817044,0,0
685,VM,Ventral medial nucleus of the thalamus,FF8084,1,645,637,/997/8/343/1129/549/864/637/685/,928730,928730,0,0
